"Year"	"Country"	"ResName"	"Spls."	"Spls%"	"Res."	"Res%"	"Vio."	"Vio%"
"2023"	"Afghanistan"	"ATRATON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ATRAZINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"AZACONAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"AZAMETHIPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"AZINPHOS-ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"AZINPHOS-METHYL (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"AZIPROTRYNE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"AZOXYSTROBIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BEFLUBUTAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENALAXYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENDIOCARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENFLURALIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENFURACARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENFURESATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENODANIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENOXACOR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENTAZON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENTHIAVALICARB-ISOPROPYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENTRANIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENZOVINDIFLUPYR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENZOXIMATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENZOYLPROP ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BENZPYRIMOXAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BHC (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BICYCLOPYRONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BIFENAZATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BIFENAZATE-DIAZENE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BIFENOX"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BIFENTHRIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BINAPACRYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BIPHENYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BISTRIFLURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BITERTANOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BIXAFEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BOSCALID"	29	100.00	1	3.40	0	0.00
"2023"	"Afghanistan"	"BROFLANILIDE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMACIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMFENVINPHOS ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMFENVINPHOS METHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMOBUTIDE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMOCYCLEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMOPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMOPHOS-ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMOPROPYLATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMOXYNIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BROMUCONAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUFENCARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUPIRIMATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUPROFEZIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUTACHLOR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUTAFENACIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUTAMIFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUTRALIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"BUTYLATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CADUSAFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CAFENSTROLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CAPTAFOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CAPTAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARBARYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARBENDAZIM (MBC)"	29	100.00	2	6.90	0	0.00
"2023"	"Afghanistan"	"CARBETAMIDE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARBOFURAN (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARBOPHENOTHION (TOTAL*)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARBOSULFAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARBOXIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARFENTRAZONE ETHYL ESTER"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CARPROPAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORANTRANILIPROLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORBENSIDE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORBICYCLEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORBROMURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORBUFAM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORDANE (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORDECONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORDENE, BETA ISOMER"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORDENE, GAMMA ISOMER"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORDIMEFORM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORETHOXYFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORFENAPYR"	29	100.00	1	3.40	0	0.00
"2023"	"Afghanistan"	"CHLORFENETHOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORFENVINPHOS (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORFENVINPHOS METHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORFLUAZURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORIMURON-ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORMEPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORNITROFEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLOROBENZILATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORONEB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLOROPROPYLATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLOROTHALONIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLOROTOLURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLOROXURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORPROPHAM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORPYRIFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORPYRIFOS METHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORTHIAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLORTHIOPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHLOZOLINATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CHROMAFENOZIDE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CINIDON-ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CLETHODIM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CLODINAFOP-PROPARGYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CLOFENTEZINE"	29	100.00	1	3.40	1	3.40
"2023"	"Afghanistan"	"CLOMAZONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CLOPYRALID"	22	76.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CLOQUINTOCET-MEXYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CLOTHIANIDIN"	29	100.00	1	3.40	0	0.00
"2023"	"Afghanistan"	"COUMAPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"COUMOXYSTROBIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CRIMIDINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CROTOXYPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CRUFOMATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CUMYLURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYANAZINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYANOFENPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYANOPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYANTRANILIPROLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYAZOFAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYBUTRYNE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYCLAFURAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYCLOATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYCLOXYDIME"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYCLURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYENOPYRAFEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYETPYRAFEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYFLUFENAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYFLUMETOFEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYFLUTHRIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYHALODIAMIDE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYHALOFOP BUTYL ESTER"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYHALOTHRIN, GAMMA-"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYMIAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYMOXANIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYPERMETHRIN"	29	100.00	2	6.90	0	0.00
"2023"	"Afghanistan"	"CYPHENOTHRIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYPRAZINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYPROCONAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYPRODINIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYPROFURAM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYROMAZINE (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"CYTHIOATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DAZOMET"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DCPA"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DDT (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DEF"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DELTAMETHRIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DEMEPHION"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DEMETON-O (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DEMETON-S"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DEMETON-S SULFONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DESETHYL ATRAZINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DESMEDIPHAM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DESMETHYL DIPHENAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DESMETRYN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIAFENTHIURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIALIFOR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIALLATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIAMIDAFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIAZINON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICAMBA"	22	76.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICAPTHON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOBENIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOBENTIAZOX"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOFENTHION"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOFLUANID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLORMATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOROBENZOPHENONE, O,P -"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOROBENZOPHENONE, P,P'-"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLOROPHEN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLORPROP"	22	76.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICHLORVOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLOBUTRAZOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLOCYMET"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLOFOP"	22	76.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLOFOP-METHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLOMEZINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLORAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICLOROMEZOTIAZ"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICOFOL (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICROTOPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICRYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DICYCLANIL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIELDRIN (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIETHATYL-ETHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIETHOFENCARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIFENOCONAZOLE"	29	100.00	1	3.40	0	0.00
"2023"	"Afghanistan"	"DIFENOXURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIFLOVIDAZIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIFLUBENZURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIFLUFENICAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIFLUFENZOPYR"	22	76.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIFLUMETORIM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMEFLUTHRIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMEFOX"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMEPIPERATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHACHLONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHACHLOR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHAMETRYN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHENAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHIPIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHIRIMOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHOATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETHOMORPH"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMETILAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMOXYSTROBIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIMPROPYRIDAZ"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINICONAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINITRAMINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINOBUTON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINOCAP"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINOSEB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINOTEFURAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DINOTERB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIOFENOLAN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIOTHYL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIOXACARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIOXATHION"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIPHENAMID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIPHENYLAMINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIPROPETRYN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DISULFOTON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DISULFOTON SULFONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DITALIMFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DITHIOPYR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DIURON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DMST (TOLYFLUANID METAB)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DODEMORPH"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DODINE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"DRAZOXOLON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"EDIFENPHOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"EMAMECTIN BENZOATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"EMPENTHRIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ENDOSULFAN (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ENDRIN (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ENOXASTROBIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"EPN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"EPOXICONAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"EPTC"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ERBON"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ESFENVALERATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ESPROCARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETACONAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHABOXAM"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHALFLURALIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHIOFENCARB"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHIOLATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHION"	29	100.00	1	3.40	1	3.40
"2023"	"Afghanistan"	"ETHIPROLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHIRIMOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHOFUMESATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHOPROP"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHOXYQUIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETHYCHLOZATE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETOBENZANID"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETOFENPROX"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETOXAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETRIDIAZOLE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"ETRIMFOS"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FAMOXADONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FAMPHUR (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENAMIDONE"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENAMINOSTROBIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENAMIPHOS (TOTAL)"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENARIMOL"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENAZAFLOR"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENAZAQUIN"	29	100.00	0	0.00	0	0.00
"2023"	"Afghanistan"	"FENBUCONAZOLE"	29	100.00	0	0.00	0	0.00
